Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
World,WLD,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.0515283534382195,0.0451932328917036,0.0487996641825561,0.0637673529659138,0.0468269756231035,0.048601680144403,0.0497355216317548,0.0684144315116477,0.0704229947649864,0.0724261242029032,0.0689036911361213,0.0500465168119212,0.0496052258833416,0.0588351737961442,0.0553691126470345,..
World,WLD,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,8.56549724408964,7.48344541343142,6.94061763889298,7.01092431685419,8.13718823209991,8.81212270158931,9.99899722054679,9.29238761188298,9.07659240117708,8.65186166324612,9.54948658029605,9.67378892476177,9.26231528532402,7.98502959386403,9.04597623437142,..
World,WLD,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.255123416087812,0.249841833262537,0.245175693518346,0.234245778503666,0.225818956369463,0.228167211386266,0.231280162517715,0.248759320224304,0.253756006025901,0.248354549614687,0.243896033419102,0.239638424394478,0.240329465516176,0.251924765679266,0.242597312982653,..
World,WLD,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.4368227260554,63.8253840747145,61.9076141774962,60.0702587386233,57.0564483539437,53.3863285175373,51.881393336138,50.8086898582736,47.1912425124578,45.6600244147707,44.9179549442591,44.0708080390929,43.3728490796658,42.7458193979032,..,..
World,WLD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,2900000,2800000,2700000,2600000,2600000,2500000,2400000,1900000,1900000,1800000,1700000,1700000,1600000,1500000,1500000,..
World,WLD,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2200000,2100000,2000000,2000000,1900000,1900000,1900000,1600000,1500000,1500000,1400000,1400000,1300000,1300000,1200000,..
World,WLD,Age dependency ratio (% of working-age population),SP.POP.DPND,60.4460079488408,59.7196306393343,58.989034348677,58.2884796127468,57.604668780696,56.9239494653066,56.3343971287293,54.7837360683891,54.8758245332187,54.977223824396,55.113673455434,55.2355061886067,55.3222575554381,55.3545570196875,55.2898025634586,..
World,WLD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.9488297035898,11.0371572913485,11.1299798259045,11.2194610879101,11.3008711008493,11.3772363054603,11.4560542555633,12.5028363256934,12.791940966831,13.1049930733128,13.4456353479344,13.8019112140831,14.1683390832829,14.5279790585396,14.8210662608189,..
World,WLD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,48.050477654792,47.2175268931404,46.3547619563389,45.5215745725467,44.7164357287324,43.9134893593983,43.2135609580577,40.7532386785389,40.6026643710299,40.4419970671689,40.2982349086948,40.1215435288405,39.8925673152805,39.612692659072,39.2915011052361,..
World,WLD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.5515716382018,37.568890667337,37.4798191569315,37.3570409135281,37.0131145073422,37.0638041570258,37.057093884862,36.5509717780437,36.3606110051761,36.3363929546631,36.6166649290419,36.4987362570507,36.5113073576613,36.458840823954,..,..
World,WLD,Agricultural land (sq. km),AG.LND.AGRI.K2,48709741.73,48731763.742,48615402.999,48458808.543,48066913.708,48133757.712,48124627.617,47506401.292,47260304.816,47232387.379,47594035.118,47441011.016,47457328.403,47388929.172,..,..
World,WLD,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,25068731.5,..,23630922,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,46.2696731404566,46.0951103424793,46.1914905920022,45.5257290700873,45.71202338263,45.7032890323979,45.3826764483452,..,..,..,..,..,..,..,..,..
World,WLD,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,3179838,3176128,3196815,3195868,3249780,3278508,3307323,3418055,3435258,3460148,3497773,3499338,3492335,..,..,..
World,WLD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,77.1761568139649,77.4317235754645,77.7157951627776,77.3267321449017,77.481591873844,77.4062894600384,77.5437834740449,..,..,..,..,..,..,..,..,..
World,WLD,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,1913662,1928189,1966915,1962241,2021479,2028771,2057808,2237840,2246839,2268412,2318188,2303674,2302272,..,..,..
World,WLD,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.80967816610202,1.68241263521463,1.68670279737183,1.68916846078301,1.64142418325611,1.55491365146077,1.50600430246671,1.45731458481964,1.47098646446806,1.47941989341181,1.45478882283509,1.43115752787762,1.34844280603649,1.35846673596266,1.40371732615076,1.25995617245946
World,WLD,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.25667894525221,2.16480217682738,2.07595035690971,1.99342874790012,1.92683485977964,1.78666932886777,1.71400418897507,1.51365844880459,1.55593286498121,1.5413588332848,1.51979006282335,1.47443998615834,1.37987333960038,1.34720663292202,1.4013196794324,1.33946564933941
World,WLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.38336842009687,3.369631087033,3.32985567737195,3.31830562831908,3.35813070911073,3.23716768926478,3.21786292544549,4.14185033453574,4.2262744816791,4.18138527160417,4.14809737907177,3.95438855428325,4.00851139984413,4.35180000551078,4.30392395694161,..
World,WLD,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,3.06056718547518,1.88114672827513,1.82038199368489,2.85412422627478,4.2698780899152,3.85117346582004,2.82508986856588,2.82393309647162,2.52717008768198,2.26404818811908,3.66106152489705,2.2522269837209,2.80308867791217,2.66776051213932,2.01457206790971,..
World,WLD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,2088960046421.1,2128256449989.33,2166998847184.37,2228847686264.95,2324016765278.36,2413518682283.97,2481702754053.12,3099258611808.73,3177582148386.27,3249524139442.81,3368491217454.19,3444357285597.96,3540905674697.4,3635368558059.08,3708605677595.31,..
World,WLD,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1144916426499.52,1133000515765.36,1162714768477.38,1299190318036.96,1481737283311.86,1546858513190.6,1666212726361.71,3302406475792.09,3177582148386.27,3197478743327.29,3376945268127.03,3419239521152.13,3513630639591.92,3704092744840.79,4154467009114.96,..
World,WLD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,1976.96008465472,2008.93529181546,2025.37073279713,2076.08375275319,2190.35747242639,2292.23832665862,2387.19248537701,3352.91496454016,3479.15056473708,3591.46688591838,3743.44678135989,3868.95960838881,4035.29262619856,..,..,..
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,118257.211,110860.835000095,117506.673,124203.199,139032.94,141483.603,148937.604,185517.109461419,188363.416312345,195588.275094034,213628.647172063,222156.700779335,219524.447845005,182526.184876547,219227.32846961,..
World,WLD,"Air transport, passengers carried",IS.AIR.PSGR,1674064712,1655230214,1627404873,1665309283,1888695284,1969590799,2072413898,3285080769.47589,3525115153,3760774350,4025616011.77031,4293921426.12931,4455690101.02828,1771894087.0245,2279974770.123,..
World,WLD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,22008658,22264220,20817389,21282617,23752616,24215712,24829383,33026724.9790769,34030586,35337714,36299460.058,37405640.2483859,38082933.0101284,20098778.5634,24054588.846,..
World,WLD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,9.05132131531469,9.05573819203332,9.00932518227275,8.69701464411251,8.70272783553262,8.62864321586974,8.56377401402962,8.13473848426969,13.3540827840592,..,..,..,..,..,..,..
World,WLD,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,71.2269666558564,71.5773423167505,71.4573587715315,71.3657220781535,71.2046210361845,70.9980803970268,71.3078971509034,..,..
World,WLD,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,11.8106362229742,11.9374920088982,12.3839021444452,12.4350270502653,12.5701742156614,12.8800229487365,13.0833341227032,..,..
World,WLD,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,..,16.9642484476448,16.465428202835,16.1946087706022,16.2047016314934,16.1727162499844,15.8207031534156,15.3692707841393,..,..
World,WLD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,8.99785000063423,9.00101020530396,9.0970863516049,9.16045748297895,9.13786420037912,9.16789990252773,9.10951097722045,..,..
World,WLD,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,..,3847.6763231956,3849.047770826,3890.158287,3917.306368533,3907.6470903258,3920.4882169713,3895.525271845,..,..
World,WLD,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,2,3,3,4,5,7,10,45,50,55,60,64,68,72,75,..
World,WLD,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,1,1,3,5,9,17,26,79,81,79,80,81,83,81,81,..
World,WLD,Aquaculture production (metric tons),ER.FSH.AQUA.MT,43012663.75,45557275.72,48672234.76,51533393.12,55811023.1,59155618.71,62950442.12,99634674.38,104007703.18,108221212.67,112240372.92,115924362.73,119808719.94,122711691.07,126035146.07,..
World,WLD,Arable land (% of land area),AG.LND.ARBL.ZS,10.4972633112798,10.4811061595051,10.4553774092573,10.5011382558294,10.5154472247566,10.5318816989674,10.51249788386,10.6840002485408,10.6852697936787,10.6951770841115,10.7407030155785,10.7295920804913,10.7088552426927,10.7097505456305,..,..
World,WLD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.219636720681778,0.21639292267953,0.213042999131082,0.211046318618529,0.208935548053904,0.206562361318641,0.203546028627172,0.189245403539329,0.187038050758208,0.185050176379129,0.183712953201238,0.18152066030176,0.179276044390044,0.177494919005969,..,..
World,WLD,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.07360426472114,1.0203267852181,1.00802338172803,0.988747825802592,0.95153745962419,0.972387249048009,0.966163622391754,0.83688870469127,0.833004744979717,0.828534465221294,0.817603282235958,0.817339084239896,0.803633032825742,..,..,..
World,WLD,"Armed forces personnel, total",MS.MIL.TOTL.P1,29353100,28211700,28306950,28161400,27081142,28539442,27029682,27309630,27437280,27542350,27414000,27645315,27671000,..,..,..
World,WLD,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,19248000000,18434000000,17782000000,18932000000,21325000000,20898000000,24560000000,26983000000,28585000000,31371000000,31694000000,26967000000,26933000000,22400000000,..,..
World,WLD,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,18.2905537295579,16.0617499506938,19.2518402186211,35.3336350043347,36.1991631194219,37.0816783782248,37.744843520514,38.2109850615232,40.7299340025649,41.2398674491432,39.6914655909565,..
World,WLD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.32894736842105,..
World,WLD,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,13.6519228786473,13.443776032807,13.8314881554271,16.078906126021,14.4759871897212,15.0088312744943,17.0207385011038,18.4743542860644,18.9786982776023,19.3074727424909,17.9898297053156,18.6093711982503,19.6803723816912,20.7938253364117,..
World,WLD,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
